Time,Temp,Weather,Wind,Direction,Humidity,Barometer,Visibility
22,29,Passing clouds.,,↑,76,1013,6
01,27,Passing clouds.,,↑,75,1012,6
04,26,Passing clouds.,,↑,76,1011,6
07,26,Partly sunny.,,↑,78,1012,6
10,31,Partly sunny.,22,↑,58,1013,7
13,33,Scattered clouds.,13,↑,53,1010,7
16,32,Scattered clouds.,13,↑,59,1010,7
19,29,Passing clouds.,11,↑,70,1012,7
22,28,Passing clouds.,7,↑,78,1013,6
01,27,Passing clouds.,,↑,75,1012,6
04,26,Passing clouds.,,↑,76,1011,6
07,26,Partly sunny.,,↑,78,1012,6
10,31,Partly sunny.,22,↑,58,1013,7
13,33,Scattered clouds.,13,↑,53,1010,7
16,32,Scattered clouds.,13,↑,59,1010,7
19,29,Passing clouds.,11,↑,70,1012,7
22,28,Passing clouds.,7,↑,78,1013,6
01,27,Passing clouds.,,↑,75,1012,6
04,26,Passing clouds.,,↑,76,1011,6
07,26,Partly sunny.,,↑,78,1012,6
10,31,Partly sunny.,22,↑,58,1013,7
13,33,Scattered clouds.,13,↑,53,1010,7
16,32,Scattered clouds.,13,↑,59,1010,7
19,29,Passing clouds.,11,↑,70,1012,7
22,28,Passing clouds.,7,↑,78,1013,6
01,27,Passing clouds.,,↑,75,1012,6
04,26,Passing clouds.,,↑,76,1011,6
07,26,Partly sunny.,,↑,78,1012,6
10,31,Partly sunny.,22,↑,58,1013,7
13,33,Scattered clouds.,13,↑,53,1010,7
16,32,Scattered clouds.,13,↑,59,1010,7
19,29,Passing clouds.,11,↑,70,1012,7
22,28,Passing clouds.,7,↑,78,1013,6
01,27,Passing clouds.,,↑,75,1012,6
04,26,Passing clouds.,,↑,76,1011,6
07,26,Partly sunny.,,↑,78,1012,6
10,31,Partly sunny.,22,↑,58,1013,7
13,33,Scattered clouds.,13,↑,53,1010,7
16,32,Scattered clouds.,13,↑,59,1010,7
19,29,Passing clouds.,11,↑,70,1012,7
22,28,Passing clouds.,7,↑,78,1013,6
01,27,Passing clouds.,,↑,75,1012,6
04,26,Passing clouds.,,↑,76,1011,6
07,26,Partly sunny.,,↑,78,1012,6
10,31,Partly sunny.,22,↑,58,1013,7
13,33,Scattered clouds.,13,↑,53,1010,7
16,32,Scattered clouds.,13,↑,59,1010,7
19,29,Passing clouds.,11,↑,70,1012,7
22,28,Passing clouds.,7,↑,78,1013,6
01,27,Passing clouds.,,↑,75,1012,6
04,26,Passing clouds.,,↑,76,1011,6
07,26,Partly sunny.,,↑,78,1012,6
10,31,Partly sunny.,22,↑,58,1013,7
13,33,Scattered clouds.,13,↑,53,1010,7
16,32,Scattered clouds.,13,↑,59,1010,7
19,29,Passing clouds.,11,↑,70,1012,7
22,28,Passing clouds.,7,↑,78,1013,6
01,27,Passing clouds.,,↑,75,1012,6
04,26,Passing clouds.,,↑,76,1011,6
07,26,Partly sunny.,,↑,78,1012,6
10,31,Partly sunny.,22,↑,58,1013,7
13,33,Scattered clouds.,13,↑,53,1010,7
16,32,Scattered clouds.,13,↑,59,1010,7
19,29,Passing clouds.,11,↑,70,1012,7
22,28,Passing clouds.,7,↑,78,1013,6
01,27,Passing clouds.,,↑,75,1012,6
04,26,Passing clouds.,,↑,76,1011,6
07,26,Partly sunny.,,↑,78,1012,6
10,31,Partly sunny.,22,↑,58,1013,7
13,33,Scattered clouds.,13,↑,53,1010,7
16,32,Scattered clouds.,13,↑,59,1010,7
19,29,Passing clouds.,11,↑,70,1012,7
22,28,Passing clouds.,7,↑,78,1013,6
01,27,Passing clouds.,,↑,75,1012,6
04,26,Passing clouds.,,↑,76,1011,6
07,26,Partly sunny.,,↑,78,1012,6
10,31,Partly sunny.,22,↑,58,1013,7
13,33,Scattered clouds.,13,↑,53,1010,7
16,32,Scattered clouds.,13,↑,59,1010,7
19,29,Passing clouds.,11,↑,70,1012,7
22,28,Passing clouds.,7,↑,78,1013,6
01,27,Passing clouds.,,↑,75,1012,6
04,26,Passing clouds.,,↑,76,1011,6
07,26,Partly sunny.,,↑,78,1012,6
10,31,Partly sunny.,22,↑,58,1013,7
13,33,Scattered clouds.,13,↑,53,1010,7
16,32,Scattered clouds.,13,↑,59,1010,7
19,29,Passing clouds.,11,↑,70,1012,7
22,28,Passing clouds.,7,↑,78,1013,6
01,27,Passing clouds.,,↑,75,1012,6
04,26,Passing clouds.,,↑,76,1011,6
07,26,Partly sunny.,,↑,78,1012,6
10,31,Partly sunny.,22,↑,58,1013,7
13,33,Scattered clouds.,13,↑,53,1010,7
16,32,Scattered clouds.,13,↑,59,1010,7
19,29,Passing clouds.,11,↑,70,1012,7
22,28,Passing clouds.,7,↑,78,1013,6
01,27,Passing clouds.,,↑,75,1012,6
04,26,Passing clouds.,,↑,76,1011,6
07,26,Partly sunny.,,↑,78,1012,6
10,31,Partly sunny.,22,↑,58,1013,7
13,33,Scattered clouds.,13,↑,53,1010,7
16,32,Scattered clouds.,13,↑,59,1010,7
19,29,Passing clouds.,11,↑,70,1012,7
22,28,Passing clouds.,7,↑,78,1013,6
01,27,Passing clouds.,,↑,75,1012,6
04,26,Passing clouds.,,↑,76,1011,6
07,26,Partly sunny.,,↑,78,1012,6
10,31,Partly sunny.,22,↑,58,1013,7
13,33,Scattered clouds.,13,↑,53,1010,7
16,32,Scattered clouds.,13,↑,59,1010,7
19,29,Passing clouds.,11,↑,70,1012,7
22,28,Passing clouds.,7,↑,78,1013,6
01,27,Passing clouds.,,↑,75,1012,6
04,26,Passing clouds.,,↑,76,1011,6
07,26,Partly sunny.,,↑,78,1012,6
10,31,Partly sunny.,22,↑,58,1013,7
13,33,Scattered clouds.,13,↑,53,1010,7
16,32,Scattered clouds.,13,↑,59,1010,7
19,29,Passing clouds.,11,↑,70,1012,7
22,28,Passing clouds.,7,↑,78,1013,6
01,27,Passing clouds.,,↑,75,1012,6
04,26,Passing clouds.,,↑,76,1011,6
07,26,Partly sunny.,,↑,78,1012,6
10,31,Partly sunny.,22,↑,58,1013,7
13,33,Scattered clouds.,13,↑,53,1010,7
16,32,Scattered clouds.,13,↑,59,1010,7
19,29,Passing clouds.,11,↑,70,1012,7
22,28,Passing clouds.,7,↑,78,1013,6
01,27,Passing clouds.,,↑,75,1012,6
04,26,Passing clouds.,,↑,76,1011,6
07,26,Partly sunny.,,↑,78,1012,6
10,31,Partly sunny.,22,↑,58,1013,7
13,33,Scattered clouds.,13,↑,53,1010,7
16,32,Scattered clouds.,13,↑,59,1010,7
19,29,Passing clouds.,11,↑,70,1012,7
22,28,Passing clouds.,7,↑,78,1013,6
01,27,Passing clouds.,,↑,75,1012,6
04,26,Passing clouds.,,↑,76,1011,6
07,26,Partly sunny.,,↑,78,1012,6
10,31,Partly sunny.,22,↑,58,1013,7
13,33,Scattered clouds.,13,↑,53,1010,7
16,32,Scattered clouds.,13,↑,59,1010,7
19,29,Passing clouds.,11,↑,70,1012,7
22,28,Passing clouds.,7,↑,78,1013,6
01,27,Passing clouds.,,↑,75,1012,6
04,26,Passing clouds.,,↑,76,1011,6
07,26,Partly sunny.,,↑,78,1012,6
10,31,Partly sunny.,22,↑,58,1013,7
13,33,Scattered clouds.,13,↑,53,1010,7
16,32,Scattered clouds.,13,↑,59,1010,7
19,29,Passing clouds.,11,↑,70,1012,7
22,28,Passing clouds.,7,↑,78,1013,6
01,27,Passing clouds.,,↑,75,1012,6
04,26,Passing clouds.,,↑,76,1011,6
07,26,Partly sunny.,,↑,78,1012,6
10,31,Partly sunny.,22,↑,58,1013,7
13,33,Scattered clouds.,13,↑,53,1010,7
16,32,Scattered clouds.,13,↑,59,1010,7
19,29,Passing clouds.,11,↑,70,1012,7
22,28,Passing clouds.,7,↑,78,1013,6
01,27,Passing clouds.,,↑,75,1012,6
04,26,Passing clouds.,,↑,76,1011,6
07,26,Partly sunny.,,↑,78,1012,6
10,31,Partly sunny.,22,↑,58,1013,7
13,33,Scattered clouds.,13,↑,53,1010,7
16,32,Scattered clouds.,13,↑,59,1010,7
19,29,Passing clouds.,11,↑,70,1012,7
22,28,Passing clouds.,7,↑,78,1013,6
01,27,Passing clouds.,,↑,75,1012,6
04,26,Passing clouds.,,↑,76,1011,6
07,26,Partly sunny.,,↑,78,1012,6
10,31,Partly sunny.,22,↑,58,1013,7
13,33,Scattered clouds.,13,↑,53,1010,7
16,32,Scattered clouds.,13,↑,59,1010,7
19,29,Passing clouds.,11,↑,70,1012,7
22,28,Passing clouds.,7,↑,78,1013,6
01,27,Passing clouds.,,↑,75,1012,6
04,26,Passing clouds.,,↑,76,1011,6
07,26,Partly sunny.,,↑,78,1012,6
10,31,Partly sunny.,22,↑,58,1013,7
13,33,Scattered clouds.,13,↑,53,1010,7
16,32,Scattered clouds.,13,↑,59,1010,7
19,29,Passing clouds.,11,↑,70,1012,7
22,28,Passing clouds.,7,↑,78,1013,6
01,27,Passing clouds.,,↑,75,1012,6
04,26,Passing clouds.,,↑,76,1011,6
07,26,Partly sunny.,,↑,78,1012,6
10,31,Partly sunny.,22,↑,58,1013,7
13,33,Scattered clouds.,13,↑,53,1010,7
16,32,Scattered clouds.,13,↑,59,1010,7
19,29,Passing clouds.,11,↑,70,1012,7
22,28,Passing clouds.,7,↑,78,1013,6
01,27,Passing clouds.,,↑,75,1012,6
04,26,Passing clouds.,,↑,76,1011,6
07,26,Partly sunny.,,↑,78,1012,6
10,31,Partly sunny.,22,↑,58,1013,7
13,33,Scattered clouds.,13,↑,53,1010,7
16,32,Scattered clouds.,13,↑,59,1010,7
19,29,Passing clouds.,11,↑,70,1012,7
22,28,Passing clouds.,7,↑,78,1013,6
01,27,Passing clouds.,,↑,75,1012,6
04,26,Passing clouds.,,↑,76,1011,6
07,26,Partly sunny.,,↑,78,1012,6
10,31,Partly sunny.,22,↑,58,1013,7
13,33,Scattered clouds.,13,↑,53,1010,7
16,32,Scattered clouds.,13,↑,59,1010,7
19,29,Passing clouds.,11,↑,70,1012,7
22,28,Passing clouds.,7,↑,78,1013,6
01,27,Passing clouds.,,↑,75,1012,6
04,26,Passing clouds.,,↑,76,1011,6
07,26,Partly sunny.,,↑,78,1012,6
10,31,Partly sunny.,22,↑,58,1013,7
13,33,Scattered clouds.,13,↑,53,1010,7
16,32,Scattered clouds.,13,↑,59,1010,7
19,29,Passing clouds.,11,↑,70,1012,7
22,28,Passing clouds.,7,↑,78,1013,6
01,27,Passing clouds.,,↑,75,1012,6
04,26,Passing clouds.,,↑,76,1011,6
07,26,Partly sunny.,,↑,78,1012,6
10,31,Partly sunny.,22,↑,58,1013,7
13,33,Scattered clouds.,13,↑,53,1010,7
16,32,Scattered clouds.,13,↑,59,1010,7
19,29,Passing clouds.,11,↑,70,1012,7
22,28,Passing clouds.,7,↑,78,1013,6
01,27,Passing clouds.,,↑,75,1012,6
04,26,Passing clouds.,,↑,76,1011,6
07,26,Partly sunny.,,↑,78,1012,6
10,31,Partly sunny.,22,↑,58,1013,7
13,33,Scattered clouds.,13,↑,53,1010,7
16,32,Scattered clouds.,13,↑,59,1010,7
19,29,Passing clouds.,11,↑,70,1012,7
22,28,Passing clouds.,7,↑,78,1013,6
01,27,Passing clouds.,,↑,75,1012,6
04,26,Passing clouds.,,↑,76,1011,6
07,26,Partly sunny.,,↑,78,1012,6
10,31,Partly sunny.,22,↑,58,1013,7
13,33,Scattered clouds.,13,↑,53,1010,7
16,32,Scattered clouds.,13,↑,59,1010,7
19,29,Passing clouds.,11,↑,70,1012,7
22,28,Passing clouds.,7,↑,78,1013,6
01,27,Passing clouds.,,↑,75,1012,6
04,26,Passing clouds.,,↑,76,1011,6
07,26,Partly sunny.,,↑,78,1012,6
10,31,Partly sunny.,22,↑,58,1013,7
13,33,Scattered clouds.,13,↑,53,1010,7
16,32,Scattered clouds.,13,↑,59,1010,7
19,29,Passing clouds.,11,↑,70,1012,7
22,28,Passing clouds.,7,↑,78,1013,6
01,27,Passing clouds.,,↑,81,1012,6
04,26,Passing clouds.,,↑,79,1011,6
07,26,Scattered clouds.,,↑,79,1013,6
10,30,Partly sunny.,,↑,68,1013,6
13,31,Partly sunny.,13,↑,61,1011,7
16,30,Partly sunny.,6,↑,66,1009,7
01,27,Passing clouds.,,↑,81,1012,6
04,26,Passing clouds.,,↑,79,1011,6
07,26,Scattered clouds.,,↑,79,1013,6
10,30,Partly sunny.,,↑,68,1013,6
13,31,Partly sunny.,13,↑,61,1011,7
16,30,Partly sunny.,6,↑,66,1009,7
01,27,Passing clouds.,,↑,81,1012,6
04,26,Passing clouds.,,↑,79,1011,6
07,26,Scattered clouds.,,↑,79,1013,6
10,30,Partly sunny.,,↑,68,1013,6
13,31,Partly sunny.,13,↑,61,1011,7
16,30,Partly sunny.,6,↑,66,1009,7
01,27,Passing clouds.,,↑,81,1012,6
04,26,Passing clouds.,,↑,79,1011,6
07,26,Scattered clouds.,,↑,79,1013,6
10,30,Partly sunny.,,↑,68,1013,6
13,31,Partly sunny.,13,↑,61,1011,7
16,30,Partly sunny.,6,↑,66,1009,7
01,27,Passing clouds.,,↑,81,1012,6
04,26,Passing clouds.,,↑,79,1011,6
07,26,Scattered clouds.,,↑,79,1013,6
10,30,Partly sunny.,,↑,68,1013,6
13,31,Partly sunny.,13,↑,61,1011,7
16,30,Partly sunny.,6,↑,66,1009,7
01,27,Passing clouds.,,↑,81,1012,6
04,26,Passing clouds.,,↑,79,1011,6
07,26,Scattered clouds.,,↑,79,1013,6
10,30,Partly sunny.,,↑,68,1013,6
13,31,Partly sunny.,13,↑,61,1011,7
16,30,Partly sunny.,6,↑,66,1009,7
01,27,Passing clouds.,,↑,81,1012,6
04,26,Passing clouds.,,↑,79,1011,6
07,26,Scattered clouds.,,↑,79,1013,6
10,30,Partly sunny.,,↑,68,1013,6
13,31,Partly sunny.,13,↑,61,1011,7
16,30,Partly sunny.,6,↑,66,1009,7
01,27,Passing clouds.,,↑,81,1012,6
04,26,Passing clouds.,,↑,79,1011,6
07,26,Scattered clouds.,,↑,79,1013,6
10,30,Partly sunny.,,↑,68,1013,6
13,31,Partly sunny.,13,↑,61,1011,7
16,30,Partly sunny.,6,↑,66,1009,7
01,27,Passing clouds.,,↑,81,1012,6
04,26,Passing clouds.,,↑,79,1011,6
07,26,Scattered clouds.,,↑,79,1013,6
10,30,Partly sunny.,,↑,68,1013,6
13,31,Partly sunny.,13,↑,61,1011,7
16,30,Partly sunny.,6,↑,66,1009,7
01,27,Passing clouds.,,↑,81,1012,6
04,26,Passing clouds.,,↑,79,1011,6
07,26,Scattered clouds.,,↑,79,1013,6
10,30,Partly sunny.,,↑,68,1013,6
13,31,Partly sunny.,13,↑,61,1011,7
16,30,Partly sunny.,6,↑,66,1009,7
01,27,Passing clouds.,,↑,81,1012,6
04,26,Passing clouds.,,↑,79,1011,6
07,26,Scattered clouds.,,↑,79,1013,6
10,30,Partly sunny.,,↑,68,1013,6
13,31,Partly sunny.,13,↑,61,1011,7
16,30,Partly sunny.,6,↑,66,1009,7
01,27,Passing clouds.,,↑,81,1012,6
04,26,Passing clouds.,,↑,79,1011,6
07,26,Scattered clouds.,,↑,79,1013,6
10,30,Partly sunny.,,↑,68,1013,6
13,31,Partly sunny.,13,↑,61,1011,7
16,30,Partly sunny.,6,↑,66,1009,7
01,27,Passing clouds.,,↑,81,1012,6
04,26,Passing clouds.,,↑,79,1011,6
07,26,Scattered clouds.,,↑,79,1013,6
10,30,Partly sunny.,,↑,68,1013,6
13,31,Partly sunny.,13,↑,61,1011,7
16,30,Partly sunny.,6,↑,66,1009,7
01,27,Passing clouds.,,↑,81,1012,6
04,26,Passing clouds.,,↑,79,1011,6
07,26,Scattered clouds.,,↑,79,1013,6
10,30,Partly sunny.,,↑,68,1013,6
13,31,Partly sunny.,13,↑,61,1011,7
16,30,Partly sunny.,6,↑,66,1009,7
01,27,Passing clouds.,,↑,81,1012,6
04,26,Passing clouds.,,↑,79,1011,6
